split,task_mode_true,model_id,attempt_count,success_prob,improvement_prob,mean_relative_improvement,median_relative_improvement,mean_best_loss,median_best_loss,mean_baseline_loss,mean_counterfactual_gap,median_cost,mean_steps_completed
holdout,range_local_scans,gpt-5.3-codex,2,1.0,1.0,0.9278518859823477,0.9278518859823477,0.07352322575957579,0.07352322575957579,1.0193153381496485,0.0,169.74950873851776,1.0
holdout,range_local_scans,gpt-5.3-codex-spark,3,1.0,1.0,0.8943597381969973,0.9256868693324128,0.1076657931599243,0.07500746969615382,1.0142186513155316,0.02304745568018322,41.46867036819458,1.0
holdout,topk_stress,gpt-5.3-codex,2,1.0,1.0,0.6349136983117037,0.6349136983117037,0.36838846675177567,0.36838846675177567,1.0091369082263255,0.127234927942942,196.9497081041336,1.0
holdout,topk_stress,gpt-5.3-codex-spark,3,0.0,1.0,0.021700034894806198,0.015531507179670941,0.9887238641563451,0.9885865828108221,1.0107892707181598,0.6322589775702573,43.22300696372986,1.0
pilot,range_local_scans,gpt-5.3-codex,2,1.0,1.0,0.9288401622984654,0.9288401622984654,0.07244123319244981,0.07244123319244981,1.0178944252085662,0.0,174.0855416059494,1.0
pilot,range_local_scans,gpt-5.3-codex-spark,3,1.0,1.0,0.6032956007656848,0.8511082911552601,0.40676761050808924,0.1477941707524753,1.0064916901089112,0.31797329390705714,38.02519607543945,1.0
pilot,topk_stress,gpt-5.3-codex,2,1.0,1.0,0.7240878733391785,0.7240878733391785,0.27897519888906674,0.27897519888906674,1.0131062482153834,0.0,176.63642358779907,1.0
pilot,topk_stress,gpt-5.3-codex-spark,3,0.3333333333333333,0.3333333333333333,0.1124990542408677,-0.012937934575878078,0.8809523140128936,1.0009071619709893,0.9934601623648956,0.5729268499684843,43.11314821243286,1.0
