split,task_mode_true,model_id,step,mode,mean_mode_prob,mean_gain,median_gain,top1_rate,selected_rate,productive_rate,count
holdout,topk_stress,gpt-5.3-codex-spark,6,summaries,0.14500000000000002,-0.8561720194532462,-0.8561720194532462,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,6,topk,0.24,0.006610888575284718,0.006610888575284718,0.5,0.5,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,caching,0.16,-0.022058738686549284,-0.022058738686549284,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,indexing,0.245,0.26663543340558277,0.26663543340558277,0.5,0.5,1.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,layout,0.155,0.25645730599881555,0.25645730599881555,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,micro,0.05,-0.013381942665687957,-0.013381942665687957,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,summaries,0.1,-0.5100487012409454,-0.5100487012409454,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,7,topk,0.29,-0.046912565450753424,-0.046912565450753424,0.5,0.5,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,caching,0.175,0.008292881744179859,0.008292881744179859,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,indexing,0.25,0.3061862640950389,0.3061862640950389,0.5,0.5,1.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,layout,0.12,-0.15556302590172516,-0.15556302590172516,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,micro,0.060000000000000005,0.0220927994207121,0.0220927994207121,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,summaries,0.105,-0.44350412653570986,-0.44350412653570986,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,8,topk,0.29,-0.12417616716787686,-0.12417616716787686,0.5,0.5,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,9,caching,0.18,0.0064032436099709655,0.0064032436099709655,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,9,indexing,0.26,0.19413352171139125,0.19413352171139125,0.5,0.5,0.5,2
holdout,topk_stress,gpt-5.3-codex-spark,9,layout,0.125,0.06794057094827999,0.06794057094827999,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,9,micro,0.08499999999999999,0.014585131405627838,0.014585131405627838,0.0,0.0,0.5,2
holdout,topk_stress,gpt-5.3-codex-spark,9,summaries,0.09,-0.8501884041323303,-0.8501884041323303,0.0,0.0,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,9,topk,0.26,0.005713851969908701,0.005713851969908701,0.5,0.5,0.0,2
holdout,topk_stress,gpt-5.3-codex-spark,10,caching,0.18,0.07215250872275725,0.07215250872275725,0.0,0.0,0.0,2
