split,task_mode_true,model_id,trials,successes,success_prob,wilson_low,wilson_high,wilson_half_width,smoothed_success_prob,target_half_width,required_trials_for_target_half_width,additional_trials_needed
holdout,range_local_scans,gpt-5.3-codex,5,4,0.8,0.3755346297625253,0.9637758913675698,0.29412063080252226,0.7142857142857143,0.15,26,21
holdout,range_local_scans,gpt-5.3-codex-spark,10,10,1.0,0.7224672001371107,0.9999999999999999,0.13876639993144457,0.9166666666666666,0.15,15,5
holdout,topk_stress,gpt-5.3-codex,2,2,1.0,0.34238022750665303,1.0,0.3288098862466735,0.75,0.15,29,27
holdout,topk_stress,gpt-5.3-codex-spark,9,0,0.0,2.7755575615628914e-17,0.29914504841954404,0.14957252420977202,0.09090909090909091,0.15,15,6
pilot,range_local_scans,gpt-5.3-codex,5,5,1.0,0.5655175352168251,1.0,0.21724123239158744,0.8571428571428571,0.15,21,16
pilot,range_local_scans,gpt-5.3-codex-spark,10,8,0.8,0.4901624715366418,0.9433178485456248,0.22657768850449153,0.75,0.15,26,16
pilot,topk_stress,gpt-5.3-codex,2,2,1.0,0.34238022750665303,1.0,0.3288098862466735,0.75,0.15,29,27
pilot,topk_stress,gpt-5.3-codex-spark,8,1,0.125,0.02241749145005667,0.4708881822128535,0.22423534538139842,0.2,0.15,18,10
