mode,mode_label,agent_system,agent_system_label,n,successes,gamma,delta_cert,kappa_wall_seconds_per_step_median,kappa_tokens_per_step_median,kappa_wall_seconds_per_step_mode_median,kappa_tokens_per_step_mode_median,t0_step_quantile,factored_wall_resource,factored_token_resource_millions,factored_mode_wall_resource,factored_mode_token_resource_millions,end_to_end_wall_resource,end_to_end_token_resource_millions
mlp_flat,MLP,gpt_5_3_codex,GPT-5.3 Codex,30,27,0.05,0.1,53.46266480684281,462692.32499999995,37.40781717300415,450265.1,20.0,0.5940296089649201,9.2538465,0.4156424130333794,9.005302,0.8925988326536285,8.852485
mlp_flat,MLP,gpt_5_4,GPT-5.4,30,30,0.05,0.1,99.51183964014054,525114.0,73.60673981308938,484954.575,4.0,0.22113742142253454,2.100456,0.16357053291797638,1.9398183,0.28760296079847547,0.435863
mlp_flat,MLP,gpt_5_4_mini,GPT-5.4 Mini,30,28,0.05,0.1,114.71417977213859,812301.6000000001,66.24062111377717,800282.675,13.0,0.8284912983543342,10.5599208,0.478404485821724,10.403674775,0.33955826764636565,5.728598
cnn_compact,CNN,gpt_5_3_codex,GPT-5.3 Codex,30,29,0.05,0.1,53.46266480684281,462692.32499999995,52.06069113612175,457977.925,14.0,0.4158207262754441,6.4776925499999995,0.40491648661428026,6.41169095,0.3854595517383681,3.91666
cnn_compact,CNN,gpt_5_4,GPT-5.4,30,30,0.05,0.1,99.51183964014054,525114.0,98.47963383197785,530834.2,6.0,0.3317061321338018,3.150684,0.3282654461065928,3.1850051999999995,0.3265304094023175,0.918978
cnn_compact,CNN,gpt_5_4_mini,GPT-5.4 Mini,30,29,0.05,0.1,114.71417977213859,812301.6000000001,106.329245531559,692638.95,5.0,0.31865049936705164,4.061508,0.2953590153654417,3.46319475,0.2752291802565257,0.8761399999999999
resnet_micro,ResNet,gpt_5_3_codex,GPT-5.3 Codex,30,30,0.05,0.1,53.46266480684281,462692.32499999995,65.29823850393295,470362.875,4.0,0.11880592179298402,1.8507692999999998,0.14510719667540656,1.8814514999999998,0.16016666835546492,0.437061
resnet_micro,ResNet,gpt_5_4,GPT-5.4,30,30,0.05,0.1,99.51183964014054,525114.0,147.8367448747158,555452.3,2.0,0.11056871071126727,1.050228,0.16426304986079535,1.1109046,0.31943356760342917,0.187964
resnet_micro,ResNet,gpt_5_4_mini,GPT-5.4 Mini,30,30,0.05,0.1,114.71417977213859,812301.6000000001,177.8913073658943,866349.1499999999,2.0,0.12746019974682066,1.6246032000000001,0.197657008184327,1.7326982999999998,0.28972447948323354,0.44071099999999996
