split,model_id,expected_cost_adjusted_nll,expected_best_loss,median_cost
pilot,gpt-5.3-codex-spark,4.875720479447034,0.669815951807994,47.83905351161957
pilot,gpt-5.3-codex,5.188918507252591,0.16186042926430871,178.935316324234
