threshold,deployment_winners_by_mode,log_effort_winners_by_mode,deployment_loss_C,deployment_loss_4,deployment_loss_m,c_gamma_C,c_gamma_4,c_gamma_m,success_C,success_4,success_m,changes_vs_primary
0.02,4/4/C,4/C/C,0.1392298380413736,0.10829641496537817,0.16491005505403922,0.12942591647274612,0.10829641496537817,0.15510613348541177,0.9901960784313726,1.0,0.9901960784313726,changes
0.05,4/m/C,4/m/C,0.2212528684883337,0.1613546650621366,0.20932664963622497,0.1820371822138239,0.1613546650621366,0.17991488493034263,0.9607843137254902,1.0,0.9705882352941176,same
0.1,4/4/C,4/m/C,0.3590638548132513,0.24084243138533795,0.34595300514148714,0.2512207175583491,0.24084243138533795,0.2675216325924677,0.8921568627450981,1.0,0.9215686274509803,changes
0.2,4/4/m,4/4/m,0.9633346469338684,0.5974749616957179,0.6523320909458696,0.5123542547770056,0.5484553538525806,0.4758615027105754,0.5490196078431373,0.9509803921568627,0.8235294117647058,changes
