mode,worker,run_count,success_count,success_rate,mean_tau,mean_c_gamma,mean_failure_penalty,mean_deployment_loss,log_effort_objective,mean_final_relative_improvement,mean_elapsed_wall_minutes,mean_total_tokens_millions
mlp_flat,gpt_5_3_codex,34,31,0.9117647058823529,7.516129032258065,0.24117184280531076,0.08823529411764706,0.3294071369229578,-1.4646634199745712,0.1890605208611367,18.51544257893282,9.226486058823532
mlp_flat,gpt_5_4,34,34,1.0,2.4411764705882355,0.112133157011925,0.0,0.112133157011925,-2.510588533245288,0.2623717166548869,26.28660869165963,9.977733352941172
mlp_flat,gpt_5_4_mini,34,32,0.9411764705882353,5.28125,0.21336130718273277,0.058823529411764705,0.27218483659449744,-1.398758791993059,0.21576172457346365,38.59689790057201,19.426432470588235
cnn_compact,gpt_5_3_codex,34,33,0.9705882352941176,6.0606060606060606,0.21260108279032644,0.029411764705882353,0.2420128474962088,-1.8102565600785798,0.22951412978354332,20.254905739952537,9.280940205882354
cnn_compact,gpt_5_4,34,34,1.0,3.088235294117647,0.18767357680980673,0.0,0.18767357680980676,-2.0016307935197784,0.36893729310229406,39.44838593450247,10.507125735294116
cnn_compact,gpt_5_4_mini,34,33,0.9705882352941176,2.6363636363636362,0.14264083607192912,0.029411764705882353,0.17205260077781145,-2.1271261971938498,0.34463313246341454,36.83763893877759,16.165026088235294
resnet_micro,gpt_5_3_codex,34,34,1.0,2.5294117647058822,0.09233862104583408,0.0,0.09233862104583408,-2.499549735704561,0.19439332659698316,22.82948313238574,9.549033852941175
resnet_micro,gpt_5_4,34,34,1.0,1.7941176470588236,0.18425726136467815,0.0,0.18425726136467815,-2.021179167251726,0.29704763615394053,62.3263418765629,11.004563764705884
resnet_micro,gpt_5_4_mini,34,34,1.0,1.4411764705882353,0.183742511536366,0.0,0.183742511536366,-2.05018218883168,0.32709780905276875,79.5788496412483,19.590812794117653
