mode,worker,run_count,success_count,success_rate,mean_tau,mean_c_gamma,mean_failure_penalty,mean_deployment_loss,log_effort_objective,mean_final_relative_improvement,mean_elapsed_wall_minutes,mean_total_tokens_millions
mlp_flat,gpt_5_3_codex,35,32,0.9142857142857143,7.40625,0.24086385144846778,0.08571428571428572,0.32657813716275347,-1.4660574200173215,0.19092831735816068,18.973824842316766,9.220425571428573
mlp_flat,gpt_5_4,35,35,1.0,2.4857142857142858,0.11469101627989421,0.0,0.11469101627989421,-2.504330201188879,0.26372521424283224,26.39981229214441,9.995957199999996
mlp_flat,gpt_5_4_mini,30,28,0.9333333333333333,4.928571428571429,0.20651909715467032,0.06666666666666667,0.2731857638213369,-1.3887836469362396,0.21900871491556112,40.67184330410428,19.38200753333333
cnn_compact,gpt_5_3_codex,35,34,0.9714285714285714,6.029411764705882,0.21142265158399703,0.02857142857142857,0.2399940801554256,-1.7214524558454016,0.2312486606473466,20.263700400761195,9.2790054
cnn_compact,gpt_5_4,35,35,1.0,3.057142857142857,0.18410484378205405,0.0,0.18410484378205405,-2.0031796720686303,0.3689418689577863,38.85929994356065,10.479836599999999
cnn_compact,gpt_5_4_mini,30,29,0.9666666666666667,2.5172413793103448,0.1338376808875137,0.03333333333333333,0.16717101422084704,-2.1725492119585788,0.3403312825797407,37.44093836757872,16.5411778
resnet_micro,gpt_5_3_codex,35,35,1.0,2.6,0.09630942380825676,0.0,0.09630942380825676,-2.4801039713024906,0.19532350824401012,22.9702980751083,9.543236885714284
resnet_micro,gpt_5_4,35,35,1.0,1.8,0.1819677874693795,0.0,0.1819677874693795,-2.034790181832048,0.2954625006378411,61.43809503748303,10.980382171428573
resnet_micro,gpt_5_4_mini,30,30,1.0,1.3333333333333333,0.1510076739410559,0.0,0.1510076739410559,-2.0483104054119994,0.32626370151940465,73.49299039430089,19.37704653333334
