run_id,profile_id,model_id,visibility_regime,best_loss,success,mean_routing_regret,mean_jsd,mean_cost_wall,mean_cost_tokens,invalid_rate,mean_gain_layout,mean_gain_indexing,mean_gain_topk,mean_gain_caching,mean_gain_summaries,mean_gain_micro
hard_haiku_batch_smoke_1step,hard_optimization,haiku,top1_only,0.11013164681034375,True,0.0,0.24584263515211532,146.64616499998374,87788,0.0,0.7280370484794012,0.923961465147801,0.0032538936814403563,0.024673509662902715,-0.08410473812664776,0.002287632013812102
