run_id,profile_id,model_id,visibility_regime,best_loss,success,mean_routing_regret,mean_jsd,mean_cost_wall,mean_cost_tokens,invalid_rate,mean_gain_layout,mean_gain_indexing,mean_gain_topk,mean_gain_caching,mean_gain_summaries,mean_gain_micro
haiku_dev_development,development,haiku,top1_only,0.7505503797614711,True,0.8901477674227097,0.6425595489284258,0.09006883298570756,377203,0.05555555555555555,0.14578311177934689,-0.08323932305068553,-0.2766728422336917,0.05480312921825403,-1.214792845494677,-0.4223595431267643
haiku_dev_memory_development,memory_development,haiku,top1_only,0.5777585250545682,True,3.0415142065202296,0.596462935848716,0.0947231249883771,352254,0.05555555555555555,1.5458744877917676,1.427884121080582,-0.40353151091038875,-0.12136158627309175,-1.3554252110097929,-0.5915397962831043
haiku_dev_paper_development,paper_development,haiku,top1_only,0.43171940787909063,True,0.17561331410428452,0.25258241046977625,0.08274474898644257,372054,0.1111111111111111,0.002991541992832192,-0.3833043532629978,-0.3573070050568736,-0.1428857782650396,-1.0767385227277098,-0.27217113105259383
haiku_smoke,paper_development,haiku,top1_only,0.5719720241546842,True,0.3239388696122819,0.19094161679883914,0.09512318750057602,381281.0,0.0,0.05772390932190358,0.20559342579103995,-0.6127254586525847,-0.08012774085210866,-3.1066884803834443,-0.793022030556897
