run_id,profile_id,model_id,visibility_regime,best_loss,success,mean_routing_regret,mean_jsd,mean_cost_wall,mean_cost_tokens,invalid_rate,mean_gain_layout,mean_gain_indexing,mean_gain_topk,mean_gain_caching,mean_gain_summaries,mean_gain_micro
hard_profile_local_smoke,hard_optimization,local-stub-v1,top1_only,0.11675559161871364,True,0.0,0.18641718568580956,77.99799220802379,,0.0,0.687577102165191,0.8574067418466572,-0.0283979945402022,0.8447823552494176,-0.1885340643155713,0.02665152056714093
