run_id,fixed_steps,id,baseline_id,category,is_baseline,val_bpb,total_seconds,status
refinement_fixed585,585,dropout005_lr_low__optimizer_lr__lr_1p5e3,dropout005_lr_low,optimizer_lr,False,1.021127,57.8,success
refinement_fixed585,585,dropout005_lr_low__optimizer_lr__adamw_1e3,dropout005_lr_low,optimizer_lr,False,0.981335,60.8,success
refinement_fixed585,585,dropout005_lr_low__scheduler__schedule_on,dropout005_lr_low,scheduler,False,1.031241,60.2,success
refinement_fixed585,585,dropout005_lr_low__regularization__dropout0_wd1e4,dropout005_lr_low,regularization,False,0.996972,57.9,success
refinement_fixed585,585,dropout005_lr_low__data_batch__batch192,dropout005_lr_low,data_batch,False,0.973286,82.1,success
refinement_fixed585,585,dropout005_lr_low__data_batch__batch256,dropout005_lr_low,data_batch,False,0.914745,110.3,success
refinement_fixed1170,1170,width28_lr_low__baseline,width28_lr_low,baseline,True,0.8794,100.6,success
refinement_fixed1170,1170,width28_lr_low__optimizer_lr__lr_1e3,width28_lr_low,optimizer_lr,False,0.856792,99.5,success
refinement_fixed1170,1170,width28_lr_low__optimizer_lr__lr_1p5e3,width28_lr_low,optimizer_lr,False,0.834142,98.7,success
refinement_fixed1170,1170,width28_lr_low__optimizer_lr__adamw_1e3,width28_lr_low,optimizer_lr,False,0.874272,97.4,success
refinement_fixed1170,1170,width28_lr_low__scheduler__schedule_on,width28_lr_low,scheduler,False,0.861831,97.6,success
refinement_fixed1170,1170,width28_lr_low__normalization_capacity__width32,width28_lr_low,normalization_capacity,False,0.823338,107.6,success
refinement_fixed1170,1170,width28_lr_low__data_batch__batch192,width28_lr_low,data_batch,False,0.859338,140.3,success
refinement_fixed1170,1170,width28_lr_low__data_batch__batch256,width28_lr_low,data_batch,False,0.826012,195.3,success
refinement_fixed1170,1170,width30_lr_low__baseline,width30_lr_low,baseline,True,0.841354,104.1,success
refinement_fixed1170,1170,width30_lr_low__optimizer_lr__lr_1e3,width30_lr_low,optimizer_lr,False,0.847634,104.6,success
refinement_fixed1170,1170,width30_lr_low__optimizer_lr__lr_1p5e3,width30_lr_low,optimizer_lr,False,0.800896,105.9,success
refinement_fixed1170,1170,width30_lr_low__optimizer_lr__adamw_1e3,width30_lr_low,optimizer_lr,False,0.878075,106.9,success
refinement_fixed1170,1170,width30_lr_low__scheduler__schedule_on,width30_lr_low,scheduler,False,0.845433,108.2,success
refinement_fixed1170,1170,width30_lr_low__normalization_capacity__width32,width30_lr_low,normalization_capacity,False,0.823338,110.2,success
refinement_fixed1170,1170,width30_lr_low__data_batch__batch192,width30_lr_low,data_batch,False,0.812913,148.7,success
refinement_fixed1170,1170,width30_lr_low__data_batch__batch256,width30_lr_low,data_batch,False,0.784812,208.6,success
refinement_fixed1170,1170,width24_lr_mid__baseline,width24_lr_mid,baseline,True,0.862439,89.0,success
refinement_fixed1170,1170,width24_lr_mid__optimizer_lr__lr_1e3,width24_lr_mid,optimizer_lr,False,0.824851,88.8,success
refinement_fixed1170,1170,width24_lr_mid__optimizer_lr__lr_1p5e3,width24_lr_mid,optimizer_lr,False,0.832826,88.1,success
