split,model_id,expected_cost_adjusted_nll,expected_best_loss,median_cost
pilot,gpt-5.3-codex-spark,4.2503446484043375,0.6438599622604915,40.56917214393616
pilot,gpt-5.3-codex,5.166820156409878,0.17570821604075829,175.36098259687424
